date,symbol,weight,expected_holdings,holdings_date,actual_weight,actual_lag,has_actual
2025-12-04,UNI,-0.046281043482802195,2025-12-06,2025-12-06,-0.03949001256604997,2.0,True
2025-12-04,VIRTUAL,-0.014164675736628591,2025-12-06,,0.0,,False
2025-12-04,WIF,-0.022952199991022982,2025-12-06,2025-12-06,-0.047610162194558894,2.0,True
2025-12-04,WLD,-0.016091891976102394,2025-12-06,2025-12-06,-0.009526461962072762,2.0,True
2025-12-04,WLFI,-0.02799227044310119,2025-12-06,2025-12-06,-0.0,2.0,True
2025-12-04,XPL,0.007236951515676809,2025-12-06,2025-12-06,0.00809646021722734,2.0,True
2025-12-04,XRP,-0.0044611783332283925,2025-12-06,,0.0,,False
2025-12-04,ZEN,-0.06284484890112299,2025-12-06,,0.0,,False
2025-12-05,AAVE,0.028733848709444395,2025-12-07,2025-12-07,0.01894574307253093,2.0,True
2025-12-05,ADA,0.0083830270182072,2025-12-07,2025-12-07,-0.007944656463445469,2.0,True
2025-12-05,APT,-0.008450443224238387,2025-12-07,,0.0,,False
2025-12-05,ARB,0.016788637328816337,2025-12-07,,0.0,,False
2025-12-05,ASTER,0.038032848876657414,2025-12-07,2025-12-07,0.02803038925922098,2.0,True
2025-12-05,AVAX,0.05280427046756679,2025-12-07,2025-12-07,0.04112474221431083,2.0,True
2025-12-05,BCH,-0.04641587589486459,2025-12-07,2025-12-07,-0.0,2.0,True
2025-12-05,BNB,0.04049939476438081,2025-12-07,2025-12-07,0.05176446755813858,2.0,True
2025-12-05,BTC,0.058855584010112996,2025-12-07,2025-12-07,0.0599975923345819,2.0,True
2025-12-05,DOGE,0.044353827243328404,2025-12-07,2025-12-07,0.02353384083548708,2.0,True
2025-12-05,DOT,-0.008769073456758062,2025-12-07,,0.0,,False
2025-12-05,ENA,-0.0201485730731436,2025-12-07,2025-12-07,-0.01935782259583766,2.0,True
2025-12-05,ETH,0.016496389212289596,2025-12-07,2025-12-07,0.030405595700388362,2.0,True
2025-12-05,FET,-0.007911113575988796,2025-12-07,2025-12-07,0.016530836163662705,2.0,True
2025-12-05,FIL,-0.025930221791565,2025-12-07,2025-12-07,-0.0,2.0,True
2025-12-05,HBAR,-0.01656380541832079,2025-12-07,2025-12-07,-0.015383453189456761,2.0,True
2025-12-05,LINK,0.0007415782663431938,2025-12-07,,0.0,,False
2025-12-05,LTC,0.030998145979074188,2025-12-07,2025-12-07,0.028924709574536904,2.0,True
2025-12-05,NEAR,-0.0016575514153490001,2025-12-07,2025-12-07,0.008983191965235615,2.0,True
2025-12-05,PAXG,0.045027989303640395,2025-12-07,2025-12-07,0.05964651282271384,2.0,True
2025-12-05,PENGU,-0.05074222181603058,2025-12-07,2025-12-07,-0.049278974957881846,2.0,True
2025-12-05,PUMP,-0.046820373131051786,2025-12-07,2025-12-07,-0.04751848027937037,2.0,True
2025-12-05,SOL,0.04056681097041201,2025-12-07,2025-12-07,0.04476432609537623,2.0,True
2025-12-05,STRK,-0.0359708002251212,2025-12-07,2025-12-07,-0.03619201474788603,2.0,True
2025-12-05,SUI,-0.05087705422809299,2025-12-07,2025-12-07,-0.0580556460816376,2.0,True
2025-12-05,TAO,0.0527368542615356,2025-12-07,2025-12-07,0.029046681774711355,2.0,True
2025-12-05,TIA,-0.01629414059419599,2025-12-07,2025-12-07,-0.0,2.0,True
2025-12-05,TNSR,-0.04303335685813538,2025-12-07,2025-12-07,-0.051880922263394406,2.0,True
2025-12-05,TRX,0.0015901352093178162,2025-12-07,,0.0,,False
2025-12-05,UNI,0.014164675736628603,2025-12-07,2025-12-07,-0.021099409977193336,2.0,True
2025-12-05,VIRTUAL,-0.05060738940396819,2025-12-07,2025-12-07,-0.049605931680468784,2.0,True
2025-12-05,WIF,0.007708864957895217,2025-12-07,2025-12-07,0.020887132871417247,2.0,True
2025-12-05,WLD,0.026199886615689807,2025-12-07,2025-12-07,0.0,2.0,True
2025-12-05,WLFI,-0.03657754607940199,2025-12-07,,0.0,,False
2025-12-05,XPL,-0.02102498375154917,2025-12-07,2025-12-07,-0.04623580814764767,2.0,True
2025-12-05,XRP,0.00716953530964562,2025-12-07,2025-12-07,0.01027087724215347,2.0,True
2025-12-05,ZEN,-0.036038216431152396,2025-12-07,2025-12-07,-0.0,2.0,True
